#Columbus,OH weather file for 2009,,,,,
# data obtained from http://www.wunderground.com/history/airport/KCMH,,,,,,
$state_name=Ohio,,,,,,
$city_name=Columbus,,,,,,
temperature,humidity,wind_speed,solar_dir,solar_diff,solar_global,
02:27:15:58:00,37.4,0.302,11.5,19.44,15.35,18.81
02:27:16:43:00,37.4,0.302,8.1,12.29,9.71,11.9
02:27:16:51:00,37,0.3,10.4,10.86,8.58,10.52
02:27:17:46:00,37.4,0.302,17.3,0,0,0
02:27:17:51:00,37,0.3,12.7,0,0,0
02:27:18:51:00,36,0.289,11.5,0,0,0
02:27:18:58:00,35.6,0.284,15,0,0,0
02:27:19:51:00,35.1,0.28,13.8,0,0,0
02:27:20:51:00,35.1,0.28,10.4,0,0,0
02:27:21:51:00,34,0.28,13.8,0,0,0
02:27:22:51:00,34,0.25,11.5,0,0,0
02:27:23:51:00,32,0.25,13.8,0,0,0
02:28:00:51:00,30,0.23,11.5,0,0,0
02:28:01:51:00,28,0.21,9.2,0,0,0
02:28:02:51:00,26.1,0.19,9.2,0,0,0
02:28:03:51:00,26.1,0.19,9.2,0,0,0
02:28:04:51:00,25,0.18,15,0,0,0
02:28:05:51:00,25,0.18,13.8,0,0,0
02:28:05:58:00,24.8,0.176,11.5,0,0,0
02:28:06:51:00,24.1,0.171,5.8,0,0,0
02:28:07:15:00,24.8,0.176,11.5,0,0,0
02:28:07:51:00,24.1,0.171,10.4,1.52,1.2,1.48
02:28:08:51:00,25,0.18,9.2,13.12,10.36,12.7
02:28:09:51:00,25,0.171,9.2,22.08,11.63,21.37
02:28:10:51:00,26.1,0.16,10.4,28.4,22.43,27.5
02:28:11:51:00,27,0.16,12.7,32.09,25.35,31.07
02:28:12:10:00,28.4,0.176,13.8,32.71,25.84,31.67
02:28:12:51:00,28,0.171,11.5,33.15,26.18,32.09
02:28:13:51:00,28.9,0.171,23,31.57,24.93,30.56
02:28:14:51:00,30,0.18,15,27.35,21.6,26.48
02:28:15:51:00,30,0.18,13.8,20.5,16.19,19.84
02:28:16:51:00,30.9,0.18,9.2,11.01,8.7,10.66
02:28:17:51:00,30,0.18,12.7,0,0,0
02:28:18:51:00,30,0.18,9.2,0,0,0
02:28:19:51:00,28.9,0.19,11.5,0,0,0
02:28:20:51:00,27,0.19,9.2,0,0,0
02:28:21:51:00,25,0.18,13.8,0,0,0
02:28:22:51:00,24.1,0.171,10.4,0,0,0
02:28:23:51:00,21.9,0.16,11.5,0,0,0
03:01:00:51:00,21,0.151,10.4,0,0,0
03:01:01:51:00,19.9,0.14,11.5,0,0,0
03:01:02:51:00,19,0.14,11.5,0,0,0
03:01:02:58:00,19.4,0.158,9.2,0,0,0
03:01:03:35:00,19.4,0.158,6.9,0,0,0
03:01:03:51:00,19.9,0.151,9.2,0,0,0
03:01:04:51:00,19.9,0.14,13.8,0,0,0
03:01:05:51:00,19,0.14,11.5,0,0,0
03:01:06:51:00,19,0.14,6.9,0,0,0
03:01:07:51:00,19.9,0.14,11.5,5.08,2.46,4.56
03:01:08:51:00,23,0.14,17.3,29.54,14.29,26.48
03:01:09:51:00,26.1,0.129,15,48.45,23.44,43.44
03:01:10:51:00,28,0.14,16.1,61.83,29.91,55.44
03:01:11:51:00,30.9,0.151,10.4,69.67,33.7,62.47
03:01:12:51:00,33.1,0.14,20.7,71.98,34.82,64.54
03:01:13:51:00,33.1,0.129,24.2,68.75,33.26,61.65
03:01:14:51:00,30.9,0.12,25.3,59.99,29.02,53.79
03:01:15:51:00,30,0.109,24.2,17.13,12.28,20.48
03:01:16:51:00,27,0.109,16.1,9.69,6.95,11.59
03:01:17:51:00,25,0.109,20.7,0,0,0
03:01:18:51:00,24.1,0.109,18.4,0,0,0
03:01:19:48:00,21.2,0.104,20.7,0,0,0
03:01:19:51:00,21.9,0.109,20.7,0,0,0
03:01:20:43:00,19.4,0.068,23,0,0,0
03:01:20:51:00,19.9,0.061,19.6,0,0,0
03:01:21:51:00,19.9,0.07,21.9,0,0,0
03:01:22:51:00,18,0.05,19.6,0,0,0
03:01:23:51:00,16,0.039,16.1,0,0,0
03:02:00:18:00,15.8,0.068,11.5,0,0,0
03:02:00:51:00,16,0.039,18.4,0,0,0
03:02:00:58:00,15.8,0.032,16.1,0,0,0
03:02:01:51:00,15.1,0.03,15,0,0,0
03:02:02:28:00,14,0.032,11.5,0,0,0
03:02:02:51:00,14,0.061,11.5,0,0,0
03:02:02:58:00,14,0.068,11.5,0,0,0
03:02:03:18:00,14,0.068,13.8,0,0,0
03:02:03:33:00,14,0.068,9.2,0,0,0
03:02:03:43:00,14,0.068,12.7,0,0,0
03:02:03:51:00,14,0.061,10.4,0,0,0
03:02:04:51:00,14,0.019,15,0,0,0
03:02:05:51:00,14,0,18.4,0,0,0
03:02:07:51:00,12.9,0.01,13.8,5.52,2.67,4.95
03:02:08:51:00,14,0.01,16.1,29.81,14.42,26.73
03:02:09:51:00,16,0,12.7,48.6,23.51,43.58
03:02:10:51:00,17.1,0,15,61.9,29.94,55.5
03:02:11:51:00,19,0,17.3,69.69,33.71,62.49
03:02:12:51:00,19.9,0.01,13.8,44.99,27.08,48.41
03:02:13:51:00,21,0,20.7,68.77,33.27,61.67
03:02:14:51:00,21,0.019,17.3,60.06,29.06,53.86
03:02:15:51:00,21.9,0.019,16.1,17.2,12.32,20.56
03:02:16:51:00,19.9,0.01,15,13.07,12.65,14.65
03:02:17:51:00,19,0.019,17.3,0.47,0.45,0.52
03:02:18:51:00,17.1,0.01,16.1,0,0,0
03:02:19:51:00,16,0.01,9.2,0,0,0
03:02:20:51:00,15.1,0.019,9.2,0,0,0
03:02:21:51:00,15.1,0.03,10.4,0,0,0
03:02:22:51:00,14,0.019,8.1,0,0,0
03:02:23:51:00,14,0.019,6.9,0,0,0
03:03:00:51:00,12.9,0.019,5.8,0,0,0
03:03:01:51:00,12,0.01,6.9,0,0,0
03:03:02:51:00,10.9,0.01,6.9,0,0,0
03:03:03:51:00,10.9,0.01,8.1,0,0,0
03:03:04:51:00,10,0.01,6.9,0,0,0
03:03:05:51:00,10,0.01,6.9,0,0,0
03:03:06:51:00,10,0.01,5.8,0,0,0
03:03:07:51:00,10.9,0.019,5.8,3.72,2.24,4
03:03:08:51:00,12.9,0.03,3.5,37.61,16.17,33.72
03:03:09:51:00,16,0.039,5.8,48.76,23.59,43.72
03:03:10:51:00,19,0.039,3.5,38.73,23.31,41.67
03:03:11:51:00,19.9,0.039,0,43.57,26.23,46.88
03:03:12:51:00,23,0.03,0,44.99,27.08,48.41
03:03:13:51:00,25,0.019,0,68.79,33.28,61.68
03:03:14:51:00,26.1,0,3.5,37.59,22.63,40.44
03:03:15:51:00,27,0.01,3.5,28.76,17.32,30.95
03:03:16:51:00,28.9,0.019,4.6,26.44,12.79,23.71
03:03:17:51:00,27,0.01,5.8,0.52,0.38,0.63
03:03:18:51:00,26.1,0.019,0,0,0,0
03:03:19:51:00,26.1,0.03,3.5,0,0,0
03:03:20:51:00,24.1,0.05,0,0,0,0
03:03:21:51:00,21.9,0.061,3.5,0,0,0
03:03:22:51:00,21,0.081,3.5,0,0,0
03:03:23:51:00,19.9,0.081,0,0,0,0
03:04:00:51:00,19.9,0.09,0,0,0,0
03:04:01:51:00,19,0.09,0,0,0,0
03:04:02:51:00,19,0.081,3.5,0,0,0
03:04:03:51:00,18,0.081,4.6,0,0,0
03:04:04:51:00,18,0.09,5.8,0,0,0
03:04:05:51:00,18,0.081,0,0,0,0
03:04:06:51:00,17.1,0.081,3.5,0,0,0
03:04:07:51:00,19.9,0.09,3.5,3.99,2.4,4.29
03:04:08:51:00,25,0.09,4.6,30.36,14.68,27.22
03:04:09:51:00,28,0.061,6.9,18.34,13.14,21.93
03:04:10:51:00,30.9,0.061,3.5,31.01,30.01,34.76
03:04:11:51:00,34,0.061,8.1,26.14,18.74,31.26
03:04:12:51:00,37,0.061,4.6,71.98,34.82,64.54
03:04:13:51:00,37.9,0.039,9.2,68.81,33.29,61.7
03:04:14:51:00,39.9,0.03,5.8,60.22,29.13,54
03:04:15:51:00,39.9,0.019,5.8,46.19,22.35,41.42
03:04:16:51:00,39.9,0.03,6.9,10.03,7.19,11.99
03:04:17:51:00,39.9,0.039,3.5,0.69,0.5,0.83
03:04:18:51:00,39,0.05,3.5,0,0,0
03:04:19:51:00,36,0.05,3.5,0,0,0
03:04:20:51:00,34,0.081,3.5,0,0,0
03:04:21:51:00,32,0.09,3.5,0,0,0
03:04:22:51:00,32,0.09,4.6,0,0,0
03:04:23:51:00,30,0.1,4.6,0,0,0
03:05:00:51:00,32,0.081,0,0,0,0
03:05:01:51:00,30.9,0.081,4.6,0,0,0
03:05:02:51:00,30,0.1,5.8,0,0,0
03:05:03:51:00,30,0.09,6.9,0,0,0
03:05:04:51:00,32,0.081,6.9,0,0,0
03:05:05:51:00,32,0.081,6.9,0,0,0
03:05:06:51:00,32,0.09,5.8,0,0,0
03:05:07:51:00,35.1,0.109,5.8,6.8,3.29,6.1
03:05:08:51:00,41,0.129,6.9,30.62,14.81,27.46
03:05:09:51:00,46.9,0.18,13.8,18.4,13.18,21.99
03:05:10:51:00,50,0.199,11.5,31.05,30.04,34.8
03:05:11:51:00,54,0.219,17.3,26.15,18.74,31.26
03:05:13:51:00,57.9,0.25,15,25.81,18.5,30.86
03:05:14:51:00,61,0.28,17.3,22.61,16.2,27.03
03:05:15:51:00,61,0.289,17.3,17.38,12.46,20.78
03:05:16:51:00,62.1,0.379,18.4,13.51,13.07,15.15
03:05:17:51:00,62.1,0.379,16.1,1.15,1.11,1.29
03:05:18:51:00,60.1,0.399,13.8,0,0,0
03:05:19:51:00,59,0.399,16.1,0,0,0
03:05:20:51:00,60.1,0.399,17.3,0,0,0
03:05:21:51:00,60.1,0.399,17.3,0,0,0
03:05:22:51:00,57.9,0.39,17.3,0,0,0
03:05:23:51:00,57,0.399,13.8,0,0,0
03:06:00:51:00,57,0.41,15,0,0,0
03:06:01:51:00,55.9,0.41,13.8,0,0,0
03:06:02:51:00,55.9,0.41,12.7,0,0,0
03:06:03:51:00,55.9,0.41,13.8,0,0,0
03:06:04:51:00,55.9,0.399,12.7,0,0,0
03:06:05:51:00,55,0.379,12.7,0,0,0
03:06:06:51:00,54,0.37,13.8,0,0,0
03:06:07:51:00,54,0.37,13.8,3.61,3.49,4.04
03:06:08:51:00,57,0.379,12.7,11.58,8.3,13.85
03:06:09:51:00,60.1,0.421,16.1,24.6,23.8,27.57
03:06:10:51:00,64,0.45,21.9,31.08,30.07,34.83
03:06:11:51:00,66.9,0.469,18.4,69.75,33.74,62.54
03:06:12:51:00,68,0.489,20.7,35.99,34.82,40.34
03:06:13:51:00,66.9,0.5,24.2,34.43,33.31,38.59
03:06:14:51:00,64.9,0.5,18.4,30.18,29.2,33.83
03:06:15:51:00,64,0.5,19.6,23.26,22.51,26.07
03:06:16:42:00,62.6,0.5,18.4,15.27,14.77,17.11
03:06:16:51:00,63,0.5,11.5,13.66,13.21,15.31
03:06:17:51:00,62.1,0.5,12.7,1.38,1.33,1.54
03:06:18:41:00,60.8,0.518,13.8,0,0,0
03:06:18:51:00,61,0.511,13.8,0,0,0
03:06:19:51:00,60.1,0.511,12.7,0,0,0
03:06:20:51:00,59,0.511,15,0,0,0
03:06:21:51:00,57.9,0.511,9.2,0,0,0
03:06:22:51:00,57,0.511,6.9,0,0,0
03:06:23:51:00,57,0.5,4.6,0,0,0
03:07:00:51:00,55.9,0.5,5.8,0,0,0
03:07:01:51:00,55.9,0.5,5.8,0,0,0
03:07:02:51:00,55.9,0.5,5.8,0,0,0
03:07:03:51:00,55,0.489,4.6,0,0,0
03:07:04:51:00,54,0.489,5.8,0,0,0
03:07:05:51:00,55,0.5,5.8,0,0,0
03:07:06:13:00,55.4,0.5,9.2,0,0,0
03:07:06:51:00,57,0.511,10.4,0,0,0
03:07:07:51:00,57.9,0.511,10.4,3.82,3.69,4.28
03:07:08:51:00,59,0.511,11.5,15.58,15.07,17.46
03:07:09:51:00,63,0.511,16.1,24.67,23.87,27.66
03:07:10:51:00,64,0.52,16.1,31.11,30.1,34.87
03:07:11:51:00,69.1,0.531,19.6,34.88,33.75,39.1
03:07:12:51:00,73,0.531,25.3,26.99,19.35,32.27
03:07:13:51:00,75.9,0.52,23,25.83,18.51,30.88
03:07:14:51:00,75.9,0.52,18.4,22.67,16.24,27.1
03:07:15:51:00,75,0.5,24.2,17.51,12.55,20.93
03:07:16:51:00,73.9,0.5,23,13.8,13.35,15.47
03:07:17:51:00,72,0.489,20.7,1.6,1.55,1.79
03:07:18:51:00,70,0.48,23,0,0,0
03:07:19:51:00,68,0.489,19.6,0,0,0
03:07:20:51:00,66.9,0.5,17.3,0,0,0
03:07:21:51:00,64.9,0.511,15,0,0,0
03:07:22:51:00,64,0.52,13.8,0,0,0
03:07:23:51:00,64,0.52,15,0,0,0
03:08:00:51:00,64,0.52,15,0,0,0
03:08:01:51:00,63,0.52,8.1,0,0,0
03:08:03:51:00,59,0.52,5.8,0,0,0
03:08:04:51:00,57.9,0.52,0,0,0,0
03:08:05:51:00,57.9,0.52,6.9,0,0,0
03:08:06:51:00,60.1,0.52,6.9,0,0,0
03:08:08:51:00,62.1,0.511,13.8,15.71,15.2,17.6
03:08:09:51:00,63,0.511,15,24.75,23.94,27.74
03:08:10:51:00,64,0.5,15,23.36,16.74,27.92
03:08:11:51:00,68,0.511,16.1,34.89,33.75,39.1
03:08:12:51:00,69.1,0.52,19.6,35.99,34.82,40.34
03:08:13:51:00,69.1,0.52,24.2,34.45,33.33,38.61
03:08:14:51:00,68,0.531,24.2,30.26,29.27,33.91
03:08:15:22:00,66.2,0.536,18.4,27.06,26.18,30.33
03:08:15:51:00,66,0.54,18.4,23.42,15.11,26.25
03:08:16:51:00,66.9,0.54,19.6,13.94,13.49,15.63
03:08:17:06:00,66.2,0.536,20.7,11.16,10.8,12.51
03:08:17:51:00,68,0.54,18.4,1.82,1.76,2.04
03:08:18:51:00,68,0.54,20.7,0,0,0
03:08:19:51:00,68,0.54,20.7,0,0,0
03:08:20:51:00,63,0.559,20.7,0,0,0
03:08:21:51:00,61,0.531,16.1,0,0,0
03:08:22:51:00,59,0.5,12.7,0,0,0
03:08:23:51:00,59,0.489,15,0,0,0
03:08:00:51:00,54,0.421,29.9,0,0,0
03:09:00:51:00,54,0.421,29.9,0,0,0
03:09:01:51:00,51.1,0.399,23,0,0,0
03:09:02:24:00,51.8,0.392,31.1,0,0,0
03:09:02:51:00,48.9,0.399,23,0,0,0
03:09:03:51:00,46,0.351,26.5,0,0,0
03:09:04:51:00,44.1,0.34,16.1,0,0,0
03:09:05:51:00,43,0.331,17.3,0,0,0
03:09:06:51:00,42.1,0.32,13.8,0,0,0
03:09:08:51:00,39.9,0.289,17.3,11.88,8.51,14.2
03:09:09:51:00,41,0.3,13.8,18.61,13.34,22.25
03:09:10:03:00,42.8,0.302,16.1,19.72,14.14,23.58
03:09:10:51:00,42.1,0.3,9.2,23.38,16.75,27.95
03:09:11:51:00,44.1,0.3,12.7,26.17,18.76,31.29
03:09:12:51:00,46,0.309,8.1,71.98,34.82,64.54
03:09:13:51:00,48,0.32,5.8,68.91,33.34,61.79
03:09:14:51:00,50,0.32,3.5,22.72,16.28,27.16
03:09:15:51:00,52,0.32,4.6,17.63,12.63,21.07
03:09:16:51:00,52,0.32,3.5,14.08,13.63,15.79
03:09:17:51:00,53.1,0.32,0,1.53,1.09,1.82
03:09:18:51:00,52,0.32,0,0,0,0
03:09:19:51:00,51.1,0.331,4.6,0,0,0
03:09:20:51:00,50,0.34,5.8,0,0,0
03:09:21:51:00,48,0.34,4.6,0,0,0
03:09:22:51:00,46.9,0.331,4.6,0,0,0
03:09:23:51:00,46,0.331,9.2,0,0,0
03:10:00:51:00,46,0.331,10.4,0,0,0
03:10:01:51:00,46,0.331,6.9,0,0,0
03:10:02:51:00,45,0.32,6.9,0,0,0
03:10:03:51:00,45,0.32,9.2,0,0,0
03:10:04:51:00,45,0.32,8.1,0,0,0
03:10:05:51:00,46,0.32,11.5,0,0,0
03:10:06:51:00,46.9,0.331,8.1,0,0,0
03:10:07:51:00,46,0.331,5.8,4.43,4.28,4.96
03:10:08:51:00,48.9,0.34,10.4,15.96,15.44,17.89
03:10:09:51:00,50,0.34,12.7,18.67,13.38,22.32
03:10:10:51:00,51.1,0.36,10.4,31.2,30.19,34.97
03:10:11:51:00,57,0.379,11.5,34.9,33.77,39.12
03:10:12:51:00,64.9,0.45,16.1,26.99,19.35,32.27
03:10:13:51:00,71.1,0.489,12.7,25.85,18.53,30.91
03:10:14:51:00,75.9,0.531,25.3,30.33,29.35,34
03:10:15:51:00,78.1,0.531,24.2,23.58,22.82,26.43
03:10:16:51:00,78.1,0.511,27.6,10.67,7.64,12.75
03:10:17:51:00,77,0.5,25.3,1.69,1.21,2.02
03:10:18:51:00,73.9,0.511,17.3,0,0,0
03:10:19:51:00,72,0.5,15,0,0,0
03:10:20:51:00,72,0.5,21.9,0,0,0
03:10:21:51:00,70,0.5,17.3,0,0,0
03:10:22:51:00,70,0.5,15,0,0,0
03:10:23:51:00,70,0.5,17.3,0,0,0
03:11:00:51:00,71.1,0.489,25.3,0,0,0
03:11:01:51:00,70,0.5,21.9,0,0,0
03:11:02:51:00,70,0.511,20.7,0,0,0
03:11:03:45:00,62.6,0.554,18.4,0,0,0
03:11:03:51:00,62.1,0.57,18.4,0,0,0
03:11:04:09:00,60.8,0.554,23,0,0,0
03:11:04:51:00,55.9,0.48,21.9,0,0,0
03:11:05:51:00,57,0.5,16.1,0,0,0
03:11:06:09:00,53.6,0.464,20.7,0,0,0
03:11:06:51:00,50,0.421,21.9,0,0,0
03:11:07:32:00,46.4,0.356,23,0.68,0.66,0.76
03:11:07:51:00,44.1,0.309,28.8,4.82,4.67,5.41
03:11:08:51:00,42.1,0.32,18.4,12.16,8.72,14.54
03:11:09:51:00,39.9,0.241,21.9,25.03,24.22,28.05
03:11:10:51:00,41,0.25,20.7,31.26,30.25,35.04
03:11:11:51:00,41,0.241,18.4,34.92,33.78,39.14
03:11:12:51:00,39,0.19,19.6,35.99,34.82,40.34
03:11:13:51:00,43,0.199,16.1,25.86,18.54,30.92
03:11:14:51:00,45,0.18,19.6,22.8,16.34,27.26
03:11:15:51:00,45,0.171,19.6,23.74,22.97,26.61
03:11:16:51:00,45,0.199,20.7,14.5,14.03,16.25
03:11:17:51:00,43,0.151,17.3,2.67,2.59,3
03:11:18:51:00,41,0.171,15,0,0,0
03:11:19:51:00,39,0.18,16.1,0,0,0
03:11:20:51:00,37.9,0.16,10.4,0,0,0
03:11:21:51:00,37,0.18,13.8,0,0,0
03:11:22:51:00,34,0.19,12.7,0,0,0
03:11:23:51:00,33.1,0.199,10.4,0,0,0
03:12:00:51:00,32,0.21,11.5,0,0,0
03:12:01:51:00,30.9,0.21,8.1,0,0,0
03:12:02:51:00,30,0.199,5.8,0,0,0
03:12:03:51:00,30,0.199,8.1,0,0,0
03:12:04:51:00,30,0.19,6.9,0,0,0
03:12:05:51:00,30,0.171,4.6,0,0,0
03:12:06:51:00,30,0.16,5.8,0,0,0
03:12:07:51:00,30,0.16,8.1,5.02,4.86,5.63
03:12:08:51:00,28.9,0.151,11.5,16.34,15.81,18.31
03:12:09:51:00,30,0.16,11.5,31.37,26.98,33.76
03:12:09:59:00,30.2,0.158,9.2,32.59,28.03,35.07
03:12:10:51:00,30.9,0.171,9.2,31.29,30.27,35.07
03:12:11:51:00,32,0.16,5.8,34.92,33.79,39.14
03:12:12:51:00,33.1,0.16,8.1,35.99,34.82,40.34
03:12:13:51:00,33.1,0.171,10.4,34.5,33.37,38.66
03:12:14:51:00,34,0.16,4.6,30.44,29.45,34.12
03:12:15:51:00,34,0.16,4.6,23.82,23.04,26.69
03:12:16:51:00,33.1,0.16,5.8,14.63,14.16,16.4
03:12:17:51:00,33.1,0.16,5.8,2.88,2.79,3.23
03:12:18:51:00,33.1,0.151,4.6,0,0,0
03:12:19:51:00,32,0.151,4.6,0,0,0
03:12:20:51:00,32,0.151,4.6,0,0,0
03:12:21:51:00,32,0.16,8.1,0,0,0
03:12:22:51:00,30.9,0.171,6.9,0,0,0
03:12:23:51:00,30,0.171,5.8,0,0,0
03:13:00:51:00,28.9,0.171,6.9,0,0,0
03:13:01:51:00,28,0.16,8.1,0,0,0
03:13:02:51:00,26.1,0.16,6.9,0,0,0
03:13:03:51:00,25,0.151,4.6,0,0,0
03:13:05:51:00,23,0.14,3.5,0,0,0
03:13:06:51:00,23,0.151,4.6,0,0,0
03:13:08:51:00,24.1,0.16,5.8,32.93,15.93,29.52
03:13:09:51:00,28.9,0.171,8.1,50.33,24.35,45.13
03:13:10:51:00,33.1,0.171,5.8,78.3,33.67,70.21
03:13:11:51:00,36,0.171,6.9,69.86,33.79,62.64
03:13:12:51:00,39,0.16,8.1,71.98,34.82,64.54
03:13:13:51:00,42.1,0.151,6.9,69.01,33.38,61.88
03:13:14:51:00,44.1,0.14,6.9,60.94,29.48,54.65
03:13:15:51:00,44.1,0.151,8.1,17.92,12.84,21.42
03:13:16:51:00,46.9,0.151,4.6,11.07,7.94,13.24
03:13:17:51:00,45,0.129,5.8,2.32,1.66,2.77
03:13:18:51:00,46,0.12,4.6,0,0,0
03:13:19:51:00,44.1,0.129,3.5,0,0,0
03:13:20:51:00,42.1,0.129,0,0,0,0
03:13:21:51:00,39,0.171,5.8,0,0,0
03:13:22:51:00,37.9,0.171,3.5,0,0,0
03:13:23:51:00,37,0.18,0,0,0,0
03:14:01:51:00,34,0.18,4.6,0,0,0
03:14:02:51:00,33.1,0.19,3.5,0,0,0
03:14:03:51:00,33.1,0.18,0,0,0,0
03:14:04:51:00,32,0.19,0,0,0,0
03:14:05:51:00,30.9,0.199,3.5,0,0,0
03:14:06:51:00,33.1,0.18,3.5,0,0,0
03:14:07:51:00,33.1,0.18,0,5.41,5.23,6.06
03:14:08:51:00,35.1,0.18,4.6,16.58,16.05,18.59
03:14:09:51:00,39.9,0.18,4.6,25.23,24.41,28.28
03:14:10:51:00,44.1,0.171,8.1,31.35,30.33,35.14
03:14:11:51:00,46,0.16,5.8,34.94,33.8,39.16
03:14:12:51:00,48,0.16,9.2,35.99,34.82,40.34
03:14:13:51:00,50,0.151,9.2,34.51,33.39,38.69
03:14:14:51:00,50,0.16,4.6,30.51,29.52,34.19
03:14:15:51:00,51.1,0.129,6.9,23.97,23.19,26.86
03:14:16:51:00,51.1,0.14,6.9,14.9,14.41,16.7
03:14:17:51:00,51.1,0.151,6.9,3.3,3.19,3.69
03:14:18:51:00,50,0.16,5.8,0,0,0
03:14:19:51:00,48,0.19,4.6,0,0,0
03:14:20:51:00,48.9,0.18,3.5,0,0,0
03:14:21:51:00,48,0.18,3.5,0,0,0
03:14:22:51:00,46.9,0.18,0,0,0,0
03:14:23:51:00,46,0.19,3.5,0,0,0
03:15:00:51:00,44.1,0.21,5.8,0,0,0
03:15:01:51:00,43,0.199,3.5,0,0,0
03:15:02:51:00,42.1,0.199,5.8,0,0,0
03:15:03:51:00,41,0.219,3.5,0,0,0
03:15:04:51:00,41,0.219,4.6,0,0,0
03:15:05:51:00,42.1,0.199,0,0,0,0
03:15:06:51:00,41,0.21,3.5,0,0,0
03:15:07:51:00,39.9,0.21,3.5,7.23,4.35,7.78
03:15:08:51:00,43,0.23,0,33.65,16.28,30.17
03:15:09:51:00,48.9,0.241,0,50.73,24.54,45.49
03:15:10:51:00,53.1,0.32,6.9,62.82,30.39,56.33
03:15:11:51:00,55,0.34,10.4,26.21,18.79,31.34
03:15:12:51:00,55.9,0.289,6.9,26.99,19.35,32.27
03:15:13:51:00,59,0.261,9.2,25.9,18.56,30.96
03:15:14:51:00,61,0.27,10.4,22.93,16.43,27.42
03:15:15:51:00,62.1,0.28,9.2,18.09,12.96,21.62
03:15:16:51:00,61,0.28,6.9,11.37,8.15,13.59
03:15:17:51:00,61,0.289,5.8,7.4,3.58,6.64
03:15:18:51:00,59,0.28,4.6,0,0,0
03:15:19:51:00,55.9,0.289,5.8,0,0,0
03:15:20:51:00,55.9,0.289,3.5,0,0,0
03:15:21:51:00,55.9,0.3,3.5,0,0,0
03:15:22:51:00,55,0.3,0,0,0,0
03:15:23:51:00,51.1,0.3,5.8,0,0,0
03:16:00:51:00,48.9,0.27,4.6,0,0,0
03:16:01:51:00,46.9,0.25,0,0,0,0
03:16:02:51:00,46,0.23,0,0,0,0
03:16:03:51:00,45,0.25,0,0,0,0
03:16:04:51:00,46.9,0.25,0,0,0,0
03:16:05:51:00,46.9,0.27,0,0,0,0
03:16:06:51:00,48,0.25,0,0,0,0
03:16:07:51:00,48,0.27,0,5.97,5.78,6.69
03:16:08:51:00,48,0.27,0,16.94,16.39,18.99
03:16:09:51:00,48.9,0.27,0,25.43,24.61,28.51
03:16:10:51:00,50,0.27,0,31.44,30.41,35.24
03:16:11:51:00,52,0.289,0,34.96,33.82,39.18
03:16:12:51:00,55.9,0.3,0,26.99,19.35,32.27
03:16:13:51:00,59,0.309,0,25.91,18.57,30.97
03:16:14:51:00,61,0.36,3.5,30.61,29.61,34.31
03:16:15:51:00,63,0.37,6.9,18.14,13,21.69
03:16:16:51:00,63,0.36,6.9,11.47,8.22,13.71
03:16:17:51:00,62.1,0.351,6.9,3.9,3.77,4.37
03:16:18:51:00,61,0.309,10.4,0,0,0
03:16:19:51:00,57.9,0.3,6.9,0,0,0
03:16:20:51:00,57,0.3,4.6,0,0,0
03:16:21:51:00,55,0.309,4.6,0,0,0
03:16:22:51:00,51.1,0.32,4.6,0,0,0
03:16:23:51:00,48,0.32,0,0,0,0
03:17:00:51:00,44.1,0.331,0,0,0,0
03:17:01:51:00,42.1,0.32,0,0,0,0
03:17:02:51:00,39.9,0.32,0,0,0,0
03:17:03:51:00,37.9,0.3,0,0,0,0
03:17:04:51:00,37,0.3,0,0,0,0
03:17:05:51:00,36,0.289,0,0,0,0
03:17:06:51:00,36,0.289,0,0,0,0
03:17:07:51:00,35.1,0.28,0,15.39,6.62,13.8
03:17:08:51:00,39.9,0.309,0,42.65,18.34,38.25
03:17:09:51:00,46,0.34,0,63.74,27.41,57.16
03:17:10:51:00,53.1,0.331,4.6,39.33,23.68,42.32
03:17:11:51:00,57.9,0.331,3.5,87.41,37.58,78.37
03:17:12:51:00,62.1,0.351,5.8,44.99,27.08,48.41
03:17:13:51:00,66,0.351,8.1,86.38,37.14,77.45
03:17:14:51:00,68,0.36,13.8,76.6,32.94,68.69
03:17:15:51:00,69.1,0.351,10.4,60.66,26.08,54.39
03:17:16:51:00,70,0.36,12.7,19.27,11.6,20.73
03:17:17:51:00,70,0.37,11.5,5.12,3.08,5.51
03:17:18:51:00,68,0.37,12.7,0,0,0
03:17:19:51:00,64.9,0.379,9.2,0,0,0
03:17:20:51:00,61,0.379,6.9,0,0,0
03:17:21:51:00,59,0.379,8.1,0,0,0
03:17:22:51:00,57.9,0.379,9.2,0,0,0
03:17:23:51:00,55.9,0.379,8.1,0,0,0
03:18:00:51:00,55.9,0.39,8.1,0,0,0
03:18:01:51:00,54,0.39,5.8,0,0,0
03:18:02:51:00,53.1,0.39,0,0,0,0
03:18:03:51:00,52,0.39,4.6,0,0,0
03:18:04:51:00,48,0.379,3.5,0,0,0
03:18:05:51:00,48,0.39,4.6,0,0,0
03:18:06:51:00,46,0.379,4.6,0,0,0
03:18:07:51:00,46.9,0.379,3.5,12.68,6.13,11.37
03:18:08:51:00,51.1,0.41,5.8,34.36,16.62,30.81
03:18:09:51:00,55,0.41,6.9,51.12,24.73,45.84
03:18:10:51:00,60.1,0.421,4.6,62.99,30.47,56.48
03:18:11:51:00,66,0.43,12.7,69.94,33.83,62.71
