# Center-tapped Distribution transformer definitions
Name, NumPhases, Wdg1Bus, phase, Wdg1kV, Wdg1kVA, Wdg2Bus, phase, Wdg2kV, Wdg2kVA, Wdg3Bus, phase, Wdg3kV, Wdg3kVA, %imag, %R1, %R2, %R3, %NoLoadLoss, %X12, %X13, %X23
T5355938A, 1, L2804262, A, 7.2, 15, X2804262A, a, 0.12, 15, X2804262A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5247160B, 1, L0247160, B, 7.2, 15, X0247160B, a, 0.12, 15, X0247160B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5338975A, 1, L2785537, A, 7.2, 15, X2785537A, a, 0.12, 15, X2785537A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5302860C, 1, L3122819, C, 7.2, 37.5, X3122819C, a, 0.12, 37.5, X3122819C, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5355598B, 1, L2804245, B, 7.2, 25, X2804245B, a, 0.12, 25, X2804245B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5323254B, 1, L2879068, B, 7.2, 25, X2879068B, a, 0.12, 25, X2879068B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21391242B, 1, L2767409, B, 7.2, 25, X2767409B, a, 0.12, 25, X2767409B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T225533162A, 1, L2685809, A, 7.2, 15, X2685809A, a, 0.12, 15, X2685809A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5138585C, 1, L3197637, C, 7.2, 10, X3197637C, a, 0.12, 10, X3197637C, b, 0.12, 10, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5138751B, 1, L3066818, B, 7.2, 25, X3066818B, a, 0.12, 25, X3066818B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T225906836C, 1, L2763407, C, 7.2, 25, X2763407C, a, 0.12, 25, X2763407C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5260527B, 1, L2711226, B, 7.2, 25, X2711226B, a, 0.12, 25, X2711226B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5338947B, 1, L3160109, B, 7.2, 25, X3160109B, a, 0.12, 25, X3160109B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5321839A, 1, L2710516, A, 7.2, 25, X2710516A, a, 0.12, 25, X2710516A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5293591A, 1, L3197641, A, 7.2, 15, X3197641A, a, 0.12, 15, X3197641A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5302805C, 1, L2954351, C, 7.2, 15, X2954351C, a, 0.12, 15, X2954351C, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5338993B, 1, L2804272, B, 7.2, 15, X2804272B, a, 0.12, 15, X2804272B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5138566A, 1, L2785519, A, 7.2, 25, X2785519A, a, 0.12, 25, X2785519A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5356797C, 1, L2955006, C, 7.2, 25, X2955006C, a, 0.12, 25, X2955006C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5338924C, 1, L3104123, C, 7.2, 15, X3104123C, a, 0.12, 15, X3104123C, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5293655A, 1, L2729414, A, 7.2, 25, X2729414A, a, 0.12, 25, X2729414A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5293655B, 1, L2729414, B, 7.2, 25, X2729414B, a, 0.12, 25, X2729414B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5293655C, 1, L2729414, C, 7.2, 25, X2729414C, a, 0.12, 25, X2729414C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5260643A, 1, L2692660, A, 7.2, 50, X2692660A, a, 0.12, 50, X2692660A, b, 0.12, 50, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5338987A, 1, L2897793, A, 7.2, 10, X2897793A, a, 0.12, 10, X2897793A, b, 0.12, 10, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5302807C, 1, L3235266, C, 7.2, 25, X3235266C, a, 0.12, 25, X3235266C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T227917122A, 1, L2915534, A, 7.2, 37.5, X2915534A, a, 0.12, 37.5, X2915534A, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T28127372A, 1, L2804259, A, 7.2, 25, X2804259A, a, 0.12, 25, X2804259A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T226192493B, 1, L2764399, B, 7.2, 15, X2764399B, a, 0.12, 15, X2764399B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5337635C, 1, L2822863, C, 7.2, 10, X2822863C, a, 0.12, 10, X2822863C, b, 0.12, 10, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5218475A, 1, L3217057, A, 7.2, 10, X3217057A, a, 0.12, 10, X3217057A, b, 0.12, 10, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T227760024A, 1, L3215203, A, 7.2, 50, X3215203A, a, 0.12, 50, X3215203A, b, 0.12, 50, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T227760024B, 1, L3215203, B, 7.2, 50, X3215203B, a, 0.12, 50, X3215203B, b, 0.12, 50, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T227760024C, 1, L3215203, C, 7.2, 50, X3215203C, a, 0.12, 50, X3215203C, b, 0.12, 50, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21399305A, 1, L3048221, A, 7.2, 25, X3048221A, a, 0.12, 25, X3048221A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5260517C, 1, L2767408, C, 7.2, 15, X2767408C, a, 0.12, 15, X2767408C, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21397121C, 1, L3122848, C, 7.2, 15, X3122848C, a, 0.12, 15, X3122848C, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21399099A, 1, L2841635, A, 7.2, 15, X2841635A, a, 0.12, 15, X2841635A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5302375B, 1, L2973162, B, 7.2, 15, X2973162B, a, 0.12, 15, X2973162B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5338953B, 1, L3122821, B, 7.2, 25, X3122821B, a, 0.12, 25, X3122821B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5260574C, 1, L3123452, C, 7.2, 25, X3123452C, a, 0.12, 25, X3123452C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5391992A, 1, L3029500, A, 7.2, 25, X3029500A, a, 0.12, 25, X3029500A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5323264B, 1, L3216344, B, 7.2, 50, X3216344B, a, 0.12, 50, X3216344B, b, 0.12, 50, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5338962C, 1, L2748125, C, 7.2, 25, X2748125C, a, 0.12, 25, X2748125C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5138755B, 1, L2785520, B, 7.2, 10, X2785520B, a, 0.12, 10, X2785520B, b, 0.12, 10, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5338956A, 1, L3104119, A, 7.2, 25, X3104119A, a, 0.12, 25, X3104119A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5310568A, 1, L2710517, A, 7.2, 15, X2710517A, a, 0.12, 15, X2710517A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5337647A, 1, L3048227, A, 7.2, 25, X3048227A, a, 0.12, 25, X3048227A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T28120195B, 1, L3048209, B, 7.2, 25, X3048209B, a, 0.12, 25, X3048209B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5293521A, 1, L3216370, A, 7.2, 10, X3216370A, a, 0.12, 10, X3216370A, b, 0.12, 10, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5293521B, 1, L3216370, B, 7.2, 10, X3216370B, a, 0.12, 10, X3216370B, b, 0.12, 10, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5293521C, 1, L3216370, C, 7.2, 10, X3216370C, a, 0.12, 10, X3216370C, b, 0.12, 10, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5302677A, 1, L3066819, A, 7.2, 25, X3066819A, a, 0.12, 25, X3066819A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5355778C, 1, L2673314, C, 7.2, 10, X2673314C, a, 0.12, 10, X2673314C, b, 0.12, 10, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5302369B, 1, L3197643, B, 7.2, 25, X3197643B, a, 0.12, 25, X3197643B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T227917130C, 1, L2803194, C, 7.2, 37.5, X2803194C, a, 0.12, 37.5, X2803194C, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5339007B, 1, L2916617, B, 7.2, 25, X2916617B, a, 0.12, 25, X2916617B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T2224490448C, 1, L3778577, C, 7.2, 25, X3778577C, a, 0.12, 25, X3778577C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5337710B, 1, L2991916, B, 7.2, 25, X2991916B, a, 0.12, 25, X2991916B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T22112168870C, 1, L2897554, C, 7.2, 50, X2897554C, a, 0.12, 50, X2897554C, b, 0.12, 50, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21396796B, 1, L3141397, B, 7.2, 25, X3141397B, a, 0.12, 25, X3141397B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5321852C, 1, L2916608, C, 7.2, 10, X2916608C, a, 0.12, 10, X2916608C, b, 0.12, 10, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T226193899B, 1, L3082983, B, 7.2, 25, X3082983B, a, 0.12, 25, X3082983B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5323244B, 1, L2804248, B, 7.2, 10, X2804248B, a, 0.12, 10, X2804248B, b, 0.12, 10, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5355937A, 1, L2841639, A, 7.2, 25, X2841639A, a, 0.12, 25, X2841639A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21395962A, 1, L3197645, A, 7.2, 25, X3197645A, a, 0.12, 25, X3197645A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5223661C, 1, L2730108, C, 7.2, 15, X2730108C, a, 0.12, 15, X2730108C, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5337643C, 1, L2897806, C, 7.2, 15, X2897806C, a, 0.12, 15, X2897806C, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5302810C, 1, L3178977, C, 7.2, 15, X3178977C, a, 0.12, 15, X3178977C, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5391976C, 1, L2841631, C, 7.2, 25, X2841631C, a, 0.12, 25, X2841631C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5356796C, 1, L3235945, C, 7.2, 25, X3235945C, a, 0.12, 25, X3235945C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5260502B, 1, L2748839, B, 7.2, 10, X2748839B, a, 0.12, 10, X2748839B, b, 0.12, 10, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T225991691A, 1, L2989571, A, 7.2, 15, X2989571A, a, 0.12, 15, X2989571A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T2224061203C, 1, L3552667, C, 7.2, 25, X3552667C, a, 0.12, 25, X3552667C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5138413C, 1, L3216347, C, 7.2, 15, X3216347C, a, 0.12, 15, X3216347C, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5323287B, 1, L2897789, B, 7.2, 15, X2897789B, a, 0.12, 15, X2897789B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5321847B, 1, L3160100, B, 7.2, 15, X3160100B, a, 0.12, 15, X3160100B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5337687B, 1, L2973156, B, 7.2, 15, X2973156B, a, 0.12, 15, X2973156B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5302474A, 1, L3048214, A, 7.2, 25, X3048214A, a, 0.12, 25, X3048214A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21357865A, 1, L2766719, A, 7.2, 25, X2766719A, a, 0.12, 25, X2766719A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5355597B, 1, L2729401, B, 7.2, 15, X2729401B, a, 0.12, 15, X2729401B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T229106135C, 1, L2991640, C, 7.2, 10, X2991640C, a, 0.12, 10, X2991640C, b, 0.12, 10, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T226264795A, 1, L3139366, A, 7.2, 25, X3139366A, a, 0.12, 25, X3139366A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5337729A, 1, L2728247, A, 7.2, 10, X2728247A, a, 0.12, 10, X2728247A, b, 0.12, 10, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5337729B, 1, L2728247, B, 7.2, 25, X2728247B, a, 0.12, 25, X2728247B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5337729C, 1, L2728247, C, 7.2, 10, X2728247C, a, 0.12, 10, X2728247C, b, 0.12, 10, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5293608C, 1, L2673306, C, 7.2, 25, X2673306C, a, 0.12, 25, X2673306C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5355936A, 1, L2954357, A, 7.2, 37.5, X2954357A, a, 0.12, 37.5, X2954357A, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T28149184C, 1, L3141395, C, 7.2, 25, X3141395C, a, 0.12, 25, X3141395C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T226193338A, 1, L2876796, A, 7.2, 15, X2876796A, a, 0.12, 15, X2876796A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5391979C, 1, L3197642, C, 7.2, 15, X3197642C, a, 0.12, 15, X3197642C, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5251862C, 1, L3254873, C, 7.2, 15, X3254873C, a, 0.12, 15, X3254873C, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5355591B, 1, L2822858, B, 7.2, 25, X2822858B, a, 0.12, 25, X2822858B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T2224387062A, 1, L3728040, A, 7.2, 37.5, X3728040A, a, 0.12, 37.5, X3728040A, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T226193361B, 1, L3157710, B, 7.2, 15, X3157710B, a, 0.12, 15, X3157710B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5323267B, 1, L2710514, B, 7.2, 25, X2710514B, a, 0.12, 25, X2710514B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T226924200B, 1, L2763072, B, 7.2, 25, X2763072B, a, 0.12, 25, X2763072B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5302676A, 1, L2710519, A, 7.2, 10, X2710519A, a, 0.12, 10, X2710519A, b, 0.12, 10, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T2224386874A, 1, L3727711, A, 7.2, 15, X3727711A, a, 0.12, 15, X3727711A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5356009A, 1, L2691936, A, 7.2, 15, X2691936A, a, 0.12, 15, X2691936A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5138641C, 1, L2841638, C, 7.2, 15, X2841638C, a, 0.12, 15, X2841638C, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5337714C, 1, L3254209, C, 7.2, 37.5, X3254209C, a, 0.12, 37.5, X3254209C, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21380453A, 1, L3010557, A, 7.2, 15, X3010557A, a, 0.12, 15, X3010557A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T226191778C, 1, L2820528, C, 7.2, 25, X2820528C, a, 0.12, 25, X2820528C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T226029836A, 1, L3251808, A, 7.2, 15, X3251808A, a, 0.12, 15, X3251808A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T2224237718A, 1, L3649305, A, 7.2, 15, X3649305A, a, 0.12, 15, X3649305A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T226194093A, 1, L3157718, A, 7.2, 15, X3157718A, a, 0.12, 15, X3157718A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5302673A, 1, L3010569, A, 7.2, 37.5, X3010569A, a, 0.12, 37.5, X3010569A, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5293522A, 1, L2785527, A, 7.2, 15, X2785527A, a, 0.12, 15, X2785527A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T227917133C, 1, L3047073, C, 7.2, 25, X3047073C, a, 0.12, 25, X3047073C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T2224238167A, 1, L3649306, A, 7.2, 37.5, X3649306A, a, 0.12, 37.5, X3649306A, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5293592A, 1, L2973161, A, 7.2, 37.5, X2973161A, a, 0.12, 37.5, X2973161A, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T225918926B, 1, L2688692, B, 7.2, 15, X2688692B, a, 0.12, 15, X2688692B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5138717C, 1, L3254220, C, 7.2, 25, X3254220C, a, 0.12, 25, X3254220C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5356007A, 1, L3141389, A, 7.2, 15, X3141389A, a, 0.12, 15, X3141389A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5356008A, 1, L3197618, A, 7.2, 15, X3197618A, a, 0.12, 15, X3197618A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T226193696A, 1, L3143999, A, 7.2, 25, X3143999A, a, 0.12, 25, X3143999A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5337689B, 1, L2691949, B, 7.2, 25, X2691949B, a, 0.12, 25, X2691949B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5337624C, 1, L3066807, C, 7.2, 10, X3066807C, a, 0.12, 10, X3066807C, b, 0.12, 10, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5321880A, 1, L2876812, A, 7.2, 15, X2876812A, a, 0.12, 15, X2876812A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5392038B, 1, L2841634, B, 7.2, 37.5, X2841634B, a, 0.12, 37.5, X2841634B, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5337712C, 1, L3235245, C, 7.2, 15, X3235245C, a, 0.12, 15, X3235245C, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21399508A, 1, L3104135, A, 7.2, 15, X3104135A, a, 0.12, 15, X3104135A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5294809A, 1, L2952014, A, 7.2, 15, X2952014A, a, 0.12, 15, X2952014A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5274994C, 1, L3048205, C, 7.2, 25, X3048205C, a, 0.12, 25, X3048205C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5260461B, 1, L2861223, B, 7.2, 25, X2861223B, a, 0.12, 25, X2861223B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5223655C, 1, L2936268, C, 7.2, 15, X2936268C, a, 0.12, 15, X2936268C, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5138465C, 1, L2879055, C, 7.2, 10, X2879055C, a, 0.12, 10, X2879055C, b, 0.12, 10, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5323387B, 1, L2690941, B, 7.2, 25, X2690941B, a, 0.12, 25, X2690941B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5338918A, 1, L2897773, A, 7.2, 10, X2897773A, a, 0.12, 10, X2897773A, b, 0.12, 10, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5260561C, 1, L3104850, C, 7.2, 25, X3104850C, a, 0.12, 25, X3104850C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T226192846B, 1, L3139086, B, 7.2, 25, X3139086B, a, 0.12, 25, X3139086B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T2224386750A, 1, L3727707, A, 7.2, 25, X3727707A, a, 0.12, 25, X3727707A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5260576C, 1, L3030126, C, 7.2, 25, X3030126C, a, 0.12, 25, X3030126C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5391756B, 1, L2879079, B, 7.2, 15, X2879079B, a, 0.12, 15, X2879079B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5391994A, 1, L3066821, A, 7.2, 25, X3066821A, a, 0.12, 25, X3066821A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5337715A, 1, L3254204, A, 7.2, 15, X3254204A, a, 0.12, 15, X3254204A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T28150172A, 1, L2748135, A, 7.2, 25, X2748135A, a, 0.12, 25, X2748135A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5294844A, 1, L2841623, A, 7.2, 15, X2841623A, a, 0.12, 15, X2841623A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5337699B, 1, L2954349, B, 7.2, 25, X2954349B, a, 0.12, 25, X2954349B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T226194002B, 1, L2801902, B, 7.2, 37.5, X2801902B, a, 0.12, 37.5, X2801902B, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5321851B, 1, L2729434, B, 7.2, 15, X2729434B, a, 0.12, 15, X2729434B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
