#   Primary   circuit    line   definitions   
Name, Bus1, Phases, Bus2, Phases, Length, Units, LineCode,  Status   
HVMV_Sub_connector, _HVMV_Sub_LSB, ABC,   HVMV_Sub_48332, ABC,  0.01, km, 3PH-Connector  
LN81048100-3, L2690187, B,  M1108412, B,  0.089571648, km,   1P_1/0_AXNJ_DB 
LN81048100-5, N1230123, B,  L2708744, B,  0.055803273, km,   1P_1/0_AXNJ_DB 
LN81043320-4, L2951995, C,  L3101194, C,  0.15136122, km,   1P_1/0_AXNJ_DB 
LN8979346-1, P850401, A,   221-311583, A,0.00417941, km,   1P_1/0_AXNJ_DB 
LN81018875-1, M1069312, C,  P873800, C,   0.007335412, km,   1P_1/0_AXNJ_DB 
LN81354564-9, L3645810, C,  M3763623, C,  0.009806726, km,   1P_1/0_AXNJ_DB 
LN8976560-3, 221-703009, C,L3150961, C,  0.033996062, km,   1P_1/0_AXNJ_DB 
LN8961760-1, M1047612, C,  P828360, C,   0.005371644, km,   1P_1/0_AXNJ_DB 
LN81354562-7, N1140526, C,  M3763620, C,  0.48658888, km,   1P_1/0_AXNJ_DB 
LN8961799-3, L2729207, C,  228-961799-3_INT, C,  0.012192846, km,   1P_1/0_AXNJ_DB 
LN81048110-1, M1108423, A,  L2802481, A,  0.041186548, km,   1P_1/0_AXNJ_DB 
LN81018878-2, P873801, C,   N1138608, C,  0.007298604, km,   1P_1/0_AXNJ_DB 
LN8979367-1, M1069247, A,  M1069248, A,  0.12279504, km,   1P_1/0_AXNJ_DB 
LN81048110-2, L2802481, A,  L3214549, A,  0.089013029, km,   1P_1/0_AXNJ_DB 
LN8979358-3, L3047073, C,  M1069250, C,  0.21254262, km,   1P_1/0_AXNJ_DB 
LN81354561-2, M3763618, C,  P1121282, C,  0.003784151, km,   1P_1/0_AXNJ_DB 
LN81354564-10, 221-559682, C,N1140525, C,  0.013350891, km,   1P_1/0_AXNJ_DB 
LN81001717-1, L3101194, C,  L2862616, C,  0.22330317, km,   1P_1/0_AXNJ_DB 
LN81048108-1, M1108462, A,  L3027671, A,  0.11898371, km,   1P_1/0_AXNJ_DB 
LN81048107-4, L3233413, B,  M1108464, B,  0.04632063, km,   1P_1/0_AXNJ_DB 
LN81354563-2, M3763624, C,  P1121283, C,  0.009964107, km,   1P_1/0_AXNJ_DB 
LN81037792-1, L3232301, C,  M1069328, C,  0.014757318, km,   1P_1/0_AXNJ_DB 
LN8945011-1, P827528, C,   221-240988, C,0.006389569, km,   1P_1/0_AXNJ_DB 
LN81354564-11, N1140525, C,  L3645809, C,  0.063894064, km,   1P_1/0_AXNJ_DB 
LN8979371-2, L2690868, C,  228-979371-2_INT, C,  0.01146058, km,   1P_1/0_AXNJ_DB 
LN81048087-1, M1108380, B,  P904452, B,   0.00654156, km,   1P_1/0_AXNJ_DB 
LN81353934-3, M3763620, C,  L3645812, C,  0.044611806, km,   1P_1/0_AXNJ_DB 
LN81048102-6, 221-282819, A,N1230122, A,  0.005611066, km,   1P_1/0_AXNJ_DB 
LN8968082-2, 221-306687, B,L2916625, B,  0.1329928, km,   1P_1/0_AXNJ_DB 
LN8979343-3, M4113348, C,  P850400, C,   0.008298294, km,   1P_1/0_AXNJ_DB 
LN6129680-2, M1047521, A,  N1136665, A,  0.011225479, km,   1PH-2/0_ACSRxx2_ACSR   
LN6129680-3, N1136665, A,  L2685809, A,  0.029922394, km,   1PH-2/0_ACSRxx2_ACSR   
LN5804808-1, M1009715, A,  L3010563, A,  0.051490746, km,   1PH-2_ACSRxx1/0_TPX    
LN6411386-3, N1136664, A,  L3085401, A,  0.008133808, km,   1PH-2_ACSRxx1/0_TPX    
LN6411386-2, M1047522, A,  N1136664, A,  0.009003641, km,   1PH-2_ACSRxx1/0_TPX    
LN5528573-3, N1141479, A,  L3198348, A,  0.010399455, km,   1PH-2_ACSRxx1/0_TPX    
LN5528573-2, P895114, A,   N1141479, A,  0.00592496, km,   1PH-2_ACSRxx1/0_TPX    
LN6411388-1, M1026361, A,  L3122825, A,  0.018467859, km,   1PH-2_ACSRxx1/0_TPX    
LN5924696-2, M1047702, A,  N1137001, A,  0.042663027, km,   1PH-2_ACSRxx2_ACSR     
LN5715016-3, N1142108, A,  L2674051, A,  0.073678618, km,   1PH-2_ACSRxx2_ACSR     
LN5804803-1, M1026344, A,  M1026364, A,  0.29464985, km,   1PH-2_ACSRxx2_ACSR     
LN6991377-9, P1164481, A,  L3729297, A,  0.053070685, km,   1PH-2_ACSRxx2_ACSR     
LN6198053-1, M1010004, A,  M1010003, A,  0.016763698, km,   1PH-2_ACSRxx2_ACSR     
LN6350536-1, L2673312, A,  L3235247, A,  0.16625327, km,   1PH-2_ACSRxx2_ACSR     
LN6198052-1, M1010011, A,  L3120504, A,  0.08199036, km,   1PH-2_ACSRxx2_ACSR     
LN5623425-1, M1026880, A,  L2766748, A,  0.034564116, km,   1PH-2_ACSRxx2_ACSR     
LN6108172-1, L2860504, A,  L2860493, A,  0.20838125, km,   1PH-2_ACSRxx2_ACSR     
LN6076267-1, M1010016, A,  M1010015, A,  0.081381389, km,   1PH-2_ACSRxx2_ACSR     
LN6991378-3, M3949157, A,  L3727709, A,  0.063068035, km,   1PH-2_ACSRxx2_ACSR     
LN6991381-4, L3728038, A,  L3728039, A,  0.079108815, km,   1PH-2_ACSRxx2_ACSR     
LN6106583-5, N1134469, A,  M1010017, A,  0.32062563, km,   1PH-2_ACSRxx2_ACSR     
LN6259994-2, N1139549, A,  L2879074, A,  0.043956001, km,   1PH-2_ACSRxx2_ACSR     
LN6106583-3, L2858175, A,  M1027110, A,  0.004622844, km,   1PH-2_ACSRxx2_ACSR     
LN5774465-1, L3066816, A,  M1026667, A,  0.12146238, km,   1PH-2_ACSRxx2_ACSR     
LN6351417-1, M1126005, A,  L3011229, A,  0.080523276, km,   1PH-2_ACSRxx2_ACSR     
LN6352700-1, M1089144, A,  P827522, A,   0.002591741, km,   1PH-2_ACSRxx2_ACSR     
LN5472401-1, P860847, A,   M1026880, A,  0.075869321, km,   1PH-2_ACSRxx2_ACSR     
LN5531956-1, L2748143, A,  L3251854, A,  0.067056078, km,   1PH-2_ACSRxx2_ACSR     
LN5835130-1, M1047729, A,  L2973150, A,  0.0732292, km,   1PH-2_ACSRxx2_ACSR     
LN5895771-3, N1139264, A,  M1069465, A,  0.046722181, km,   1PH-2_ACSRxx2_ACSR     
LN5774460-1, L3122820, A,  L3141398, A,  0.059408725, km,   1PH-2_ACSRxx2_ACSR     
LN5683832-1, M1047342, A,  L3197645, A,  0.073698058, km,   1PH-2_ACSRxx2_ACSR     
LN6077778-1, M1069192, A,  L3235253, A,  0.081541574, km,   1PH-2_ACSRxx2_ACSR     
LN6439600-1, M1026658, A,  L3172805, A,  0.10668036, km,   1PH-2_ACSRxx2_ACSR     
LN5744343-2, M1026333, A,  N1145955, A,  0.013770656, km,   1PH-2_ACSRxx2_ACSR     
LN6258435-3, N1137002, A,  M1047707, A,  0.092480965, km,   1PH-2_ACSRxx2_ACSR     
LN6900591-14, L3649301, A,  L3649302, A,  0.063060497, km,   1PH-2_ACSRxx2_ACSR     
LN6047560-1, M1069465, A,  L3010561, A,  0.076022985, km,   1PH-2_ACSRxx2_ACSR     
LN5472372-1, M1047326, A,  M1047338, A,  0.10232738, km,   1PH-2_ACSRxx2_ACSR     
LN5653462-1, M1026648, A,  L2973159, A,  0.096889144, km,   1PH-2_ACSRxx2_ACSR     
LN5486878-1, M1010004, A,  L3177894, A,  0.24932625, km,   1PH-2_ACSRxx2_ACSR     
LN5528079-3, L3027133, A,  M3037453, A,  0.060312235, km,   1PH-2_ACSRxx2_ACSR     
LN6290207-1, M1069155, A,  L3085395, A,  0.055071969, km,   1PH-2_ACSRxx2_ACSR     
LN5837358-1, M1026701, A,  P827560, A,   0.005165307, km,   1PH-2_ACSRxx2_ACSR     
LN5533710-1, M1108489, A,  M1108492, A,  0.024583869, km,   1PH-2_ACSRxx2_ACSR     
LN5774455-3, N1136999, A,  M1047671, A,  0.008815674, km,   1PH-2_ACSRxx2_ACSR     
LN5683843-1, M1026826, A,  M1026820, A,  0.060462688, km,   1PH-2_ACSRxx2_ACSR     
LN6348967-1, M1027091, A,  M1027092, A,  0.027593481, km,   1PH-2_ACSRxx2_ACSR     
LN6198028-1, M1069524, A,  L2820533, A,  0.060959662, km,   1PH-2_ACSRxx2_ACSR     
LN5803302-1, M1010003, A,  L2989571, A,  0.05943601, km,   1PH-2_ACSRxx2_ACSR     
LN6991379-2, M3949157, A,  L3727711, A,  0.049067803, km,   1PH-2_ACSRxx2_ACSR     
LN5714044-1, M1069467, A,  M1069466, A,  0.015739623, km,   1PH-2_ACSRxx2_ACSR     
LN5511594-1, M1047707, A,  L3159645, A,  0.002342158, km,   1PH-2_ACSRxx2_ACSR     
LN5472342-1, M1026931, A,  L3216337, A,  0.056331403, km,   1PH-2_ACSRxx2_ACSR     
LN6134417-3, N1142110, A,  L2673316, A,  0.008920033, km,   1PH-2_ACSRxx2_ACSR     
LN6379375-1, M1010013, A,  L3120503, A,  0.0548288, km,   1PH-2_ACSRxx2_ACSR     
LN5562937-2, M1026347, A,  N1145956, A,  0.010132799, km,   1PH-2_ACSRxx2_ACSR     
LN5486878-2, L3177894, A,  L3082993, A,  0.092049054, km,   1PH-2_ACSRxx2_ACSR     
LN6318742-1, M1026767, A,  L3029500, A,  0.14786578, km,   1PH-2_ACSRxx2_ACSR     
LN5758684-1, M1026732, A,  M1026734, A,  0.06746452, km,   1PH-2_ACSRxx2_ACSR     
LN6196270-2, L3226771, A,  L3189190, A,  0.16187784, km,   1PH-2_ACSRxx2_ACSR     
LN6201699-1, P827532, A,   M1047326, A,  0.007292708, km,   1PH-2_ACSRxx2_ACSR     
LN6440003-1, M1010014, A,  M1010011, A,  0.058453405, km,   1PH-2_ACSRxx2_ACSR     
LN6077777-1, L2673316, A,  M1089138, A,  0.053415827, km,   1PH-2_ACSRxx2_ACSR     
LN5803300-1, M1027114, A,  L2876812, A,  0.062386827, km,   1PH-2_ACSRxx2_ACSR     
LN6106583-2, M1010017, A,  L2858175, A,  0.085417641, km,   1PH-2_ACSRxx2_ACSR     
LN6229799-1, M1026874, A,  L3197638, A,  0.10408338, km,   1PH-2_ACSRxx2_ACSR     
LN6436903-4, M3037453, A,  L2785546, A,  0.003422117, km,   1PH-2_ACSRxx2_ACSR     
LN6258435-2, M1047702, A,  N1137002, A,  0.018939349, km,   1PH-2_ACSRxx2_ACSR     
LN5805676-2, M1108483, A,  N1142098, A,  0.006725823, km,   1PH-2_ACSRxx2_ACSR     
LN6259990-1, L3010563, A,  L2841623, A,  0.061529144, km,   1PH-2_ACSRxx2_ACSR     
LN6229796-1, L2991908, A,  L3178973, A,  0.10082806, km,   1PH-2_ACSRxx2_ACSR     
LN6017328-1, L2804283, A,  L2916627, A,  0.13449534, km,   1PH-2_ACSRxx2_ACSR     
LN5895767-1, L3141389, A,  L2860477, A,  0.075870601, km,   1PH-2_ACSRxx2_ACSR     
LN6411391-1, M1047340, A,  M1047342, A,  0.097677792, km,   1PH-2_ACSRxx2_ACSR     
LN5472365-1, L2822868, A,  L2766723, A,  0.058829274, km,   1PH-2_ACSRxx2_ACSR     
LN6288693-1, P859135, A,   M1047702, A,  0.006788703, km,   1PH-2_ACSRxx2_ACSR     
LN6320335-1, M1047671, A,  L2710511, A,  0.060866742, km,   1PH-2_ACSRxx2_ACSR     
LN6900591-26, L3649299, A,  M3772794, A,  0.003878988, km,   1PH-2_ACSRxx2_ACSR     
LN5774449-1, M1089204, A,  L3010557, A,  0.043921386, km,   1PH-2_ACSRxx2_ACSR     
LN6991380-2, M3949154, A,  L3728042, A,  0.073204155, km,   1PH-2_ACSRxx2_ACSR     
LN5956474-1, M1026779, A,  L2973169, A,  0.091378506, km,   1PH-2_ACSRxx2_ACSR     
LN6122719-1, M1027100, A,  L3140238, A,  0.070103707, km,   1PH-2_ACSRxx2_ACSR     
LN6411373-2, M1026902, A,  N1147864, A,  0.010573952, km,   1PH-2_ACSRxx2_ACSR     
LN5835148-1, M1047322, A,  L3048211, A,  0.074349272, km,   1PH-2_ACSRxx2_ACSR     
LN6341781-3, N1147862, A,  L2685805, A,  0.089366154, km,   1PH-2_ACSRxx2_ACSR     
LN6262430-1, P829797, A,   M1108483, A,  0.005836428, km,   1PH-2_ACSRxx2_ACSR     
LN5683825-1, M1026848, A,  L2935557, A,  0.060007189, km,   1PH-2_ACSRxx2_ACSR     
LN6900590-2, M3768670, A,  P1123251, A,  0.00446956, km,   1PH-2_ACSRxx2_ACSR     
LN6106584-1, M1010011, A,  M1010008, A,  0.081076414, km,   1PH-2_ACSRxx2_ACSR     
LN5745385-1, M1142811, A,  L2992657, A,  0.051541344, km,   1PH-2_ACSRxx2_ACSR     
LN5773980-1, M1026777, A,  L3233353, A,  0.061621051, km,   1PH-2_ACSRxx2_ACSR     
LN5837496-4, N1142101, A,  L2936214, A,  0.036947217, km,   1PH-2_ACSRxx2_ACSR     
LN5768778-2, M1010016, A,  L3251807, A,  0.14131893, km,   1PH-2_ACSRxx2_ACSR     
LN5715016-2, M1125904, A,  N1142108, A,  0.014662531, km,   1PH-2_ACSRxx2_ACSR     
LN6900592-3, M3772794, A,  L3649306, A,  0.073860339, km,   1PH-2_ACSRxx2_ACSR     
LN6900591-27, M3772794, A,  L3649300, A,  0.060965141, km,   1PH-2_ACSRxx2_ACSR     
LN5472376-1, L2879081, A,  M1026682, A,  0.056227432, km,   1PH-2_ACSRxx2_ACSR     
LN5532752-2, M1047534, A,  N1136660, A,  0.009934942, km,   1PH-2_ACSRxx2_ACSR     
LN5472364-1, M1047434, A,  M1047435, A,  0.083867737, km,   1PH-2_ACSRxx2_ACSR     
LN5532752-3, N1136660, A,  L3010568, A,  0.039615111, km,   1PH-2_ACSRxx2_ACSR     
LN5742826-1, M1126020, A,  L3101782, A,  0.075690648, km,   1PH-2_ACSRxx2_ACSR     
LN5863718-1, M1108534, A,  P901934, A,   0.00636407, km,   1PH-2_ACSRxx2_ACSR     
LN6991377-15, L3727707, A,  L3727708, A,  0.055078348, km,   1PH-2_ACSRxx2_ACSR     
LN5837356-1, M1047325, A,  P827532, A,   0.009630813, km,   1PH-2_ACSRxx2_ACSR     
LN5511594-2, L3159645, A,  L2983432, A,  0.095193722, km,   1PH-2_ACSRxx2_ACSR     
LN5804809-1, M1009720, A,  L3178982, A,  0.097334747, km,   1PH-2_ACSRxx2_ACSR     
LN6196270-5, N1140824, A,  L3226771, A,  0.19921664, km,   1PH-2_ACSRxx2_ACSR     
LN5623406-1, M1026682, A,  L3066816, A,  0.091915297, km,   1PH-2_ACSRxx2_ACSR     
LN5651987-1, M1125944, A,  P901941, A,   0.008763735, km,   1PH-2_ACSRxx2_ACSR     
LN6201702-2, N1147866, A,  M1026713, A,  0.03143069, km,   1PH-2_ACSRxx2_ACSR     
LN6900591-22, L3649304, A,  L3649305, A,  0.067087602, km,   1PH-2_ACSRxx2_ACSR     
LN6108153-1, L3178976, A,  M1026779, A,  0.090567079, km,   1PH-2_ACSRxx2_ACSR     
LN5472363-1, M1047433, A,  M1047434, A,  0.091470025, km,   1PH-2_ACSRxx2_ACSR     
LN6077785-1, L2860493, A,  L3085403, A,  0.087609574, km,   1PH-2_ACSRxx2_ACSR     
LN6991378-5, L3727709, A,  L3727710, A,  0.072296842, km,   1PH-2_ACSRxx2_ACSR     
LN6138602-1, L3178971, A,  L2879067, A,  0.039810577, km,   1PH-2_ACSRxx2_ACSR     
LN6138615-1, M1026877, A,  L2729413, A,  0.12258547, km,   1PH-2_ACSRxx2_ACSR     
LN6047598-1, M1026823, A,  L2879087, A,  0.065264961, km,   1PH-2_ACSRxx2_ACSR     
LN5895807-1, L2729429, A,  L3197647, A,  0.11841885, km,   1PH-2_ACSRxx2_ACSR     
LN5565229-1, M1108484, A,  P829797, A,   0.008841709, km,   1PH-2_ACSRxx2_ACSR     
LN5835151-1, L2785530, A,  L2822868, A,  0.11547586, km,   1PH-2_ACSRxx2_ACSR     
LN6077780-1, M1026849, A,  M1026848, A,  0.001182026, km,   1PH-2_ACSRxx2_ACSR     
LN5679261-2, M3037453, A,  M1026812, A,  0.006847824, km,   1PH-2_ACSRxx2_ACSR     
LN6411382-1, M1089143, A,  M1089144, A,  0.025711999, km,   1PH-2_ACSRxx2_ACSR     
LN5986936-1, M1026343, A,  L2748135, A,  0.053070268, km,   1PH-2_ACSRxx2_ACSR     
LN5924720-1, M1027121, A,  M1027123, A,  0.031125108, km,   1PH-2_ACSRxx2_ACSR     
LN6991377-18, L3728037, A,  M3949154, A,  0.10368766, km,   1PH-2_ACSRxx2_ACSR     
LN5651988-1, P901941, A,   L3251799, A,  0.049058221, km,   1PH-2_ACSRxx2_ACSR     
LN6229808-1, M1026335, A,  L2804259, A,  0.069885457, km,   1PH-2_ACSRxx2_ACSR     
LN5501003-1, M1027114, A,  L3195327, A,  0.07315169, km,   1PH-2_ACSRxx2_ACSR     
LN5776672-1, P827574, A,   L3160123, A,  0.060930059, km,   1PH-2_ACSRxx2_ACSR     
LN5679773-1, M1089141, A,  P895105, A,   0.006902355, km,   1PH-2_ACSRxx2_ACSR     
LN5621857-2, P901934, A,   N1140517, A,  0.014306578, km,   1PH-2_ACSRxx2_ACSR     
LN5895771-2, M1069466, A,  N1139264, A,  0.025692909, km,   1PH-2_ACSRxx2_ACSR     
LN6290202-1, M1069411, A,  L2991905, A,  0.056339822, km,   1PH-2_ACSRxx2_ACSR     
LN5502534-1, M1047432, A,  M1047433, A,  0.045839121, km,   1PH-2_ACSRxx2_ACSR     
LN6138613-1, M1047326, A,  M1047322, A,  0.038961022, km,   1PH-2_ACSRxx2_ACSR     
LN6015811-1, M1027087, A,  L2726983, A,  0.090525648, km,   1PH-2_ACSRxx2_ACSR     
LN5988007-1, M1166368, A,  L3086098, A,  0.049405385, km,   1PH-2_ACSRxx2_ACSR     
LN5927382-1, M1209782, A,  L3217056, A,  0.073676999, km,   1PH-2_ACSRxx2_ACSR     
LN6492183-1, L3082993, A,  M3016088, A,  0.06095952, km,   1PH-2_ACSRxx2_ACSR     
LN6409799-1, M1010015, A,  M1010014, A,  0.081381125, km,   1PH-2_ACSRxx2_ACSR     
LN6379450-2, M1027055, A,  N1147865, A,  0.016775133, km,   1PH-2_ACSRxx2_ACSR     
LN5804835-1, L2916627, A,  L2673310, A,  0.077679716, km,   1PH-2_ACSRxx2_ACSR     
LN6417942-1, M1108499, A,  M1108507, A,  0.062179355, km,   1PH-2_ACSRxx2_ACSR     
LN5773028-1, M1009698, A,  L3156034, A,  0.050485522, km,   1PH-2_ACSRxx2_ACSR     
LN5865233-1, M1047744, A,  L3178971, A,  0.000842188, km,   1PH-2_ACSRxx2_ACSR     
LN6991381-8, L3728040, A,  L3728041, A,  0.038090403, km,   1PH-2_ACSRxx2_ACSR     
LN6379450-3, N1147865, A,  L2895489, A,  0.12057335, km,   1PH-2_ACSRxx2_ACSR     
LN5805676-3, N1142098, A,  L2936212, A,  0.051832716, km,   1PH-2_ACSRxx2_ACSR     
LN6991381-2, M3949154, A,  L3728038, A,  0.00378653, km,   1PH-2_ACSRxx2_ACSR     
LN6987572-4, M1047490, A,  P1164481, A,  0.036413422, km,   1PH-2_ACSRxx2_ACSR     
LN6439987-1, M1125904, A,  M1125903, A,  0.019058849, km,   1PH-2_ACSRxx2_ACSR     
LN6195664-1, M1047420, A,  M1047419, A,  0.01261364, km,   1PH-2_ACSRxx2_ACSR     
LN6018242-1, M1126017, A,  L2748781, A,  0.04596056, km,   1PH-2_ACSRxx2_ACSR     
LN6169256-1, M1047338, A,  L2691953, A,  0.15113092, km,   1PH-2_ACSRxx2_ACSR     
LN6017304-1, L3197647, A,  M1026778, A,  0.001620751, km,   1PH-2_ACSRxx2_ACSR     
LN6076266-1, M1027123, A,  L3008248, A,  0.024903039, km,   1PH-2_ACSRxx2_ACSR     
LN6991377-16, L3727708, A,  M3949157, A,  0.005075374, km,   1PH-2_ACSRxx2_ACSR     
LN5472389-1, L3254230, A,  M1047711, A,  0.094655544, km,   1PH-2_ACSRxx2_ACSR     
LN5683815-1, L3104121, A,  L3104113, A,  0.032918722, km,   1PH-2_ACSRxx2_ACSR     
LN6258471-1, L3195327, A,  L3139103, A,  0.068918831, km,   1PH-2_ACSRxx2_ACSR     
LN6260002-1, M1026810, A,  L2914324, A,  0.13552301, km,   1PH-2_ACSRxx2_ACSR     
LN6316403-1, M1047419, A,  L2973157, A,  0.047994036, km,   1PH-2_ACSRxx2_ACSR     
LN6061814-1, M1026734, A,  L3065696, A,  0.067089596, km,   1PH-2_ACSRxx2_ACSR     
LN5683841-1, M1047711, A,  M1047718, A,  0.08699875, km,   1PH-2_ACSRxx2_ACSR     
LN5898055-3, N1139255, A,  P827500, A,   0.003749228, km,   1PH-2_ACSRxx2_ACSR     
LN6291153-1, M1126023, A,  M1126017, A,  0.076784686, km,   1PH-2_ACSRxx2_ACSR     
LN6255312-1, M1026812, A,  L3122847, A,  0.086798183, km,   1PH-2_ACSRxx2_ACSR     
LN6991381-6, L3728039, A,  L3728040, A,  0.060347674, km,   1PH-2_ACSRxx2_ACSR     
LN6290213-1, L3197638, A,  M1026849, A,  0.06122653, km,   1PH-2_ACSRxx2_ACSR     
LN6138623-1, M1069504, A,  L3197654, A,  0.045352284, km,   1PH-2_ACSRxx2_ACSR     
LN5691535-1, M1047401, A,  M1047403, A,  0.044195202, km,   1PH-2_ACSRxx2_ACSR     
LN6259999-3, N1140524, A,  L3197641, A,  0.11755461, km,   1PH-2_ACSRxx2_ACSR     
LN5895786-1, M1026364, A,  L3010570, A,  0.059756623, km,   1PH-2_ACSRxx2_ACSR     
LN5924705-3, N1136360, A,  L2729424, A,  0.044733107, km,   1PH-2_ACSRxx2_ACSR     
LN6290241-1, M1026880, A,  M1026874, A,  0.073473227, km,   1PH-2_ACSRxx2_ACSR     
LN5774455-2, M1047672, A,  N1136999, A,  0.016026796, km,   1PH-2_ACSRxx2_ACSR     
LN6048681-1, M1142815, A,  L2917359, A,  0.018158096, km,   1PH-2_ACSRxx2_ACSR     
LN6411373-3, N1147864, A,  L2710536, A,  0.068668503, km,   1PH-2_ACSRxx2_ACSR     
LN5472384-3, N1136361, A,  L3160114, A,  0.049894414, km,   1PH-2_ACSRxx2_ACSR     
LN5653461-1, M1026848, A,  M1026847, A,  0.067929357, km,   1PH-2_ACSRxx2_ACSR     
LN6167751-6, M3037538, A,  L3027133, A,  0.002523134, km,   1PH-2_ACSRxx2_ACSR     
LN6344714-1, M1010008, A,  M1010007, A,  0.002275626, km,   1PH-2_ACSRxx2_ACSR     
LN5804799-1, M1026847, A,  L2673311, A,  0.060760338, km,   1PH-2_ACSRxx2_ACSR     
LN6320330-1, M1069187, A,  L2748129, A,  0.086479864, km,   1PH-2_ACSRxx2_ACSR     
LN5804812-1, L3066821, A,  M1009691, A,  0.063480945, km,   1PH-2_ACSRxx2_ACSR     
LN6292600-1, M1108490, A,  P829798, A,   0.009192607, km,   1PH-2_ACSRxx2_ACSR     
LN5837496-3, M1108489, A,  N1142101, A,  0.014420363, km,   1PH-2_ACSRxx2_ACSR     
LN5865246-2, M1026655, A,  N1141474, A,  0.004997949, km,   1PH-2_ACSRxx2_ACSR     
LN5744343-3, N1145955, A,  M1026335, A,  0.013633755, km,   1PH-2_ACSRxx2_ACSR     
LN5683813-1, M1069469, A,  M1069467, A,  0.021347852, km,   1PH-2_ACSRxx2_ACSR     
LN5768778-1, M1010017, A,  M1010016, A,  0.18080668, km,   1PH-2_ACSRxx2_ACSR     
LN6991377-11, L3729297, A,  L3729298, A,  0.062588996, km,   1PH-2_ACSRxx2_ACSR     
LN5898055-2, M1069424, A,  N1139255, A,  0.010667139, km,   1PH-2_ACSRxx2_ACSR     
LN6411406-1, M1026820, A,  M1026823, A,  0.089772241, km,   1PH-2_ACSRxx2_ACSR     
LN6392124-1, M1047699, A,  P859135, A,   0.007143234, km,   1PH-2_ACSRxx2_ACSR     
LN6106583-4, M1027121, A,  N1134469, A,  0.00874622, km,   1PH-2_ACSRxx2_ACSR     
LN6900591-8, L3649298, A,  L3649299, A,  0.064643201, km,   1PH-2_ACSRxx2_ACSR     
LN5804823-1, M1026713, A,  L2785530, A,  0.054647483, km,   1PH-2_ACSRxx2_ACSR     
LN6195470-1, P895080, A,   L2917333, A,  0.083779964, km,   1PH-2_ACSRxx2_ACSR     
LN6199556-1, L3160123, A,  L2897805, A,  0.091770101, km,   1PH-2_ACSRxx2_ACSR     
LN6991377-13, L3729298, A,  L3727707, A,  0.059586382, km,   1PH-2_ACSRxx2_ACSR     
LN6207101-1, M1047403, A,  M1047404, A,  0.068580341, km,   1PH-2_ACSRxx2_ACSR     
LN6196270-4, M3037441, A,  N1140824, A,  0.032437566, km,   1PH-2_ACSRxx2_ACSR     
LN6879074-1, M1026960, A,  M3729981, A,  0.025908036, km,   1PH-2_ACSRxx2_ACSR     
LN6167751-3, L3141403, A,  M3037538, A,  0.059667313, km,   1PH-2_ACSRxx2_ACSR     
LN6259994-3, M1026646, A,  N1139549, A,  0.051832453, km,   1PH-2_ACSRxx2_ACSR     
LN6110365-1, P827500, A,   L2822861, A,  0.098197127, km,   1PH-2_ACSRxx2_ACSR     
LN5924720-2, L2970811, A,  M1027121, A,  0.060110408, km,   1PH-2_ACSRxx2_ACSR     
LN6341781-2, M1026866, A,  N1147862, A,  0.011218487, km,   1PH-2_ACSRxx2_ACSR     
LN5865234-1, M1047750, A,  M1047744, A,  0.084309897, km,   1PH-2_ACSRxx2_ACSR     
LN6138622-1, L3197652, A,  L2748143, A,  0.030526675, km,   1PH-2_ACSRxx2_ACSR     
LN5924705-2, M1069563, A,  N1136360, A,  0.038804359, km,   1PH-2_ACSRxx2_ACSR     
LN5501001-2, M3037538, A,  L2857591, A,  0.072298511, km,   1PH-2_ACSRxx2_ACSR     
LN6900591-12, L3649300, A,  L3649301, A,  0.061174579, km,   1PH-2_ACSRxx2_ACSR     
LN6411363-1, M1047733, A,  L3066804, A,  0.10375985, km,   1PH-2_ACSRxx2_ACSR     
LN6259999-2, M1026783, A,  N1140524, A,  0.029322117, km,   1PH-2_ACSRxx2_ACSR     
LN5837516-1, P829986, A,   M1125904, A,  0.021460849, km,   1PH-2_ACSRxx2_ACSR     
LN6134417-2, P895105, A,   N1142110, A,  0.009885674, km,   1PH-2_ACSRxx2_ACSR     
LN5894313-1, M1027092, A,  L2689727, A,  0.075468321, km,   1PH-2_ACSRxx2_ACSR     
LN6900591-20, L3649302, A,  L3649304, A,  0.062760591, km,   1PH-2_ACSRxx2_ACSR     
LN5502539-1, L3197641, A,  L2973161, A,  0.13037989, km,   1PH-2_ACSRxx2_ACSR     
LN6900591-6, L3649297, A,  L3649298, A,  0.063653649, km,   1PH-2_ACSRxx2_ACSR     
LN6900591-28, P1123251, A,  N1140528, A,  0.006319512, km,   1PH-2_ACSRxx2_ACSR     
LN5595583-1, M1125902, A,  P829986, A,   0.009513823, km,   1PH-2_ACSRxx2_ACSR     
LN6492184-2, M3016088, A,  L3312692, A,  0.046634456, km,   1PH-2_ACSRxx2_ACSR     
LN6991380-4, L3728042, A,  L3728043, A,  0.066118663, km,   1PH-2_ACSRxx2_ACSR     
LN6106582-1, L2876812, A,  L2970811, A,  0.071312594, km,   1PH-2_ACSRxx2_ACSR     
LN5594151-1, M1108483, A,  M1108486, A,  0.031762493, km,   1PH-2_ACSRxx2_ACSR     
LN5653485-1, M1026713, A,  L2860504, A,  0.013296693, km,   1PH-2_ACSRxx2_ACSR     
LN5473438-1, L2692660, A,  L2955076, A,  0.14862445, km,   1PH-2_ACSRxx2_ACSR     
